"DateTime","AM Price"
"2020-08-05 00:00:00",9000
"2020-08-06 00:00:00",9350
"2020-08-07 00:00:00",10150
"2020-08-10 00:00:00",10700
"2020-08-11 00:00:00",10975
"2020-08-12 00:00:00",10975
"2020-08-13 00:00:00",10975
"2020-08-14 00:00:00",11400
"2020-08-17 00:00:00",11800
"2020-08-18 00:00:00",12100
"2020-08-19 00:00:00",12500
"2020-08-20 00:00:00",12500
"2020-08-21 00:00:00",12500
"2020-08-24 00:00:00",12400
"2020-08-25 00:00:00",12300
"2020-08-26 00:00:00",12200
"2020-08-27 00:00:00",12200
"2020-08-28 00:00:00",12200
"2020-08-31 00:00:00",12200
"2020-09-01 00:00:00",12300
"2020-09-02 00:00:00",12700
"2020-09-03 00:00:00",13300
"2020-09-04 00:00:00",13300
"2020-09-07 00:00:00",13300
"2020-09-08 00:00:00",13300
"2020-09-09 00:00:00",13300
"2020-09-10 00:00:00",13300
"2020-09-11 00:00:00",13650
"2020-09-14 00:00:00",13950
"2020-09-15 00:00:00",14500
"2020-09-16 00:00:00",14500
"2020-09-17 00:00:00",14300
"2020-09-18 00:00:00",14200
"2020-09-21 00:00:00",14200
"2020-09-22 00:00:00",14100
"2020-09-23 00:00:00",14000
"2020-09-24 00:00:00",13800
"2020-09-25 00:00:00",13700
"2020-09-28 00:00:00",13700
"2020-09-29 00:00:00",13800
